IDs,Formula,Definition,Lower bound,Upper bound,Reaction name,comments,DB_IDs,ECs,Compartments,Kegg Definition,Kegg Equation,Pathways
UF00977_C,hxccoa_c  +  sphgn_c  -->  cer1_26_c  +  coa_c  +  h_c,sphinganine(1+)  +  hexacosanoyl-CoA(4-)  <=>   ceramide A (C26)  +  coenzyme A(4-)  +  H + ,0,1000,acyl-CoA:sphingosine N-acyltransferase (2.3.1.24),,R01496,2.3.1.24,0,Acyl-CoA + Sphingosine <=> CoA + N-Acylsphingosine,C00040 + C00319 <=> C00010 + C00195,rn00600  Sphingolipid metabolism
UF00978_C,sphgn_c  +  tccoa_c  -->  cer1_24_c  +  coa_c  +  h_c,sphinganine(1+)  +  tetracosanoyl-CoA(4-)  <=>   ceramide A (C24)  +  coenzyme A(4-)  +  H + ,0,1000,acyl-CoA:sphingosine N-acyltransferase (2.3.1.24|2.3.1.291),,R06517,2.3.1.24|2.3.1.291,0,Acyl-CoA + Sphinganine <=> CoA + Dihydroceramide,C00040 + C00836 <=> C00010 + C12126,"rn00600  Sphingolipid metabolism, , MODULE M00094  Ceramide biosynthesis, M00099  Sphingosine biosynthesis"
UF00979_C,psphings_c  +  tccoa_c  -->  cer2_24_c  +  coa_c  +  h_c,phytosphingosine(1+)  +  tetracosanoyl-CoA(4-)  <=>   ceramide B (C24)  +  coenzyme A(4-)  +  H + ,0,1000,acyl-CoA:sphingosine N-acyltransferase (2.3.1.24|2.3.1.291),,R06517,2.3.1.24|2.3.1.291,0,Acyl-CoA + Sphinganine <=> CoA + Dihydroceramide,C00040 + C00836 <=> C00010 + C12126,"rn00600  Sphingolipid metabolism, , MODULE M00094  Ceramide biosynthesis, M00099  Sphingosine biosynthesis"
UF00980_C,hxccoa_c  +  psphings_c  -->  cer2_26_c  +  coa_c  +  h_c,phytosphingosine(1+)  +  hexacosanoyl-CoA(4-)  <=>   ceramide B (C26)  +  coenzyme A(4-)  +  H + ,0,1000,acyl-CoA:sphingosine N-acyltransferase (2.3.1.24|2.3.1.291),,R06517,2.3.1.24|2.3.1.291,0,Acyl-CoA + Sphinganine <=> CoA + Dihydroceramide,C00040 + C00836 <=> C00010 + C12126,"rn00600  Sphingolipid metabolism, , MODULE M00094  Ceramide biosynthesis, M00099  Sphingosine biosynthesis"
UF00981_R,acoa_r  +  epist_r  -->  coa_r  +  epiester_r,9xi-episterol  +  Acyl-CoA  <=>   coenzyme A(4-)  +  episterol ester,0,1000,sterol O-acyltransferase (2.3.1.26),,R01461,2.3.1.26,1,Acyl-CoA + Cholesterol <=> CoA + Cholesterol ester,C00040 + C00187 <=> C00010 + C02530,rn00100  Steroid biosynthesis
UF00982_R,acoa_r  +  ergst_r  -->  coa_r  +  ergester_r,Ergosterol  +  Acyl-CoA  <=>   coenzyme A(4-)  +  ergosteryl ester,0,1000,sterol O-acyltransferase (2.3.1.26),,R01461,2.3.1.26,1,Acyl-CoA + Cholesterol <=> CoA + Cholesterol ester,C00040 + C00187 <=> C00010 + C02530,rn00100  Steroid biosynthesis
UF00983_R,acoa_r  +  fecost_r  -->  coa_r  +  fecoester_r,fecosterol  +  Acyl-CoA  <=>   coenzyme A(4-)  +  Fecosterol ester,0,1000,sterol O-acyltransferase (2.3.1.26),,R01461,2.3.1.26,1,Acyl-CoA + Cholesterol <=> CoA + Cholesterol ester,C00040 + C00187 <=> C00010 + C02530,rn00100  Steroid biosynthesis
UF00984_R,acoa_r  +  lanost_r  -->  coa_r  +  lanoester_r,Lanosterol  +  Acyl-CoA  <=>   coenzyme A(4-)  +  lanosteryl ester,0,1000,sterol O-acyltransferase (2.3.1.26),,R01461,2.3.1.26,1,Acyl-CoA + Cholesterol <=> CoA + Cholesterol ester,C00040 + C00187 <=> C00010 + C02530,rn00100  Steroid biosynthesis
UF00985_C,acoa_c +  cholest_c --> coa_c + cholestester_c,Acyl-CoA + Cholesterol <=> CoA + Cholesterol ester,-1000,1000,Acyl-CoA:cholesterol O-acyltransferase (2.3.1.26),,R01461,2.3.1.26,1,Acyl-CoA + Cholesterol <=> CoA + Cholesterol ester,C00040 + C00187 <=> C00010 + C02530,rn00100  Steroid biosynthesis
UF00986_R,acoa_r  +  zymst_r  -->  coa_r  +  zymester_r,zymosterol  +  Acyl-CoA  <=>   coenzyme A(4-)  +  zymosterol ester,0,1000,sterol O-acyltransferase (2.3.1.26),,R01461,2.3.1.26,1,Acyl-CoA + Cholesterol <=> CoA + Cholesterol ester,C00040 + C00187 <=> C00010 + C02530,rn00100  Steroid biosynthesis
UF00987_C,accoa_c  +  gam_c  <=>  acgam_c  +  coa_c  +  h_c,D-glucosamine(1+)  +  acetyl-CoA(4-)  <=>   coenzyme A(4-)  +  N-Acetyl-D-glucosamine  +  H + ,-1000,1000,Acetyl-CoA:D-glucosamine N-acetyltransferase (2.3.1.3),,R01204,2.3.1.3,1,Acetyl-CoA + D-Glucosamine <=> CoA + N-Acetyl-D-glucosamine,C00024 + C00329 <=> C00010 + C00140,
UF00988_C,accoa_c  +  serL_c  -->  acser_c  +  coa_c,acetyl-CoA(4-)  +  L-serine zwitterion  <=>   O-acetyl-L-serine zwitterion  +  coenzyme A(4-),0,1000,acetyl-CoA:L-serine O-acetyltransferase (2.3.1.30),,R00586,2.3.1.30,1,L-Serine + Acetyl-CoA <=> O-Acetyl-L-serine + CoA,C00065 + C00024 <=> C00979 + C00010,"rn00270  Cysteine and methionine metabolism, rn00920  Sulfur metabolism, rn00998  Biosynthesis of secondary metabolites - other antibiotics, rn01110  Biosynthesis of secondary metabolites, rn01120  Microbial metabolism in diverse environments, rn01130  Biosynthesis of antibiotics, rn01200  Carbon metabolism, rn01230  Biosynthesis of amino acids, MODULE M00021  Cysteine biosynthesis, serine => cysteine, M00785  Cycloserine biosynthesis, arginine/serine => cycloserine"
UF00989_C,accoa_c  +  homL_c  <=>  achms_c  +  coa_c,acetyl-CoA(4-)  +  L-homoserine zwitterion  <=>   O-acetyl-L-homoserine zwitterion  +  coenzyme A(4-),-1000,1000,Acetyl-CoA:L-homoserine O-acetyltransferase (2.3.1.31),,R01776,2.3.1.31,1,Acetyl-CoA + L-Homoserine <=> CoA + O-Acetyl-L-homoserine,C00024 + C00263 <=> C00010 + C01077,"rn00270  Cysteine and methionine metabolism, rn01130  Biosynthesis of antibiotics"
UF00990_C,actp_c  +  lysL_c  -->  N6aclysL_c  +  h_c  +  pi_c,L-lysinium(1+)  +  acetyl phosphate(2-)  <=>   H +   +  hydrogenphosphate  +  N(6)-acetyl-L-lysine zwitterion,0,1000,acetyl-phosphate:L-lysine N6-acetyltransferase (2.3.1.32),,R01620,2.3.1.32,1,Acetyl phosphate + L-Lysine <=> Orthophosphate + N6-Acetyl-L-lysine,C00227 + C00047 <=> C00009 + C02727,"rn00310  Lysine degradation, "
UF00991_M,acorn_m  +  gluL_m  -->  acglu_m  +  orn_m,N(2)-acetyl-L-ornithine zwitterion  +  L-glutamate(1-)  <=>   N-acetyl-L-glutamate(2-)  +  L-ornithinium(1+),0,1000,N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase (2.3.1.35),,R02282,2.3.1.35,1,N-Acetylornithine + L-Glutamate <=> L-Ornithine + N-Acetyl-L-glutamate,C00437 + C00025 <=> C00077 + C00624,"rn00220  Arginine biosynthesis, rn01210  2-Oxocarboxylic acid metabolism, rn01230  Biosynthesis of amino acids, MODULE M00028  Ornithine biosynthesis, glutamate => ornithine"
UF00992_M,gly_m  +  h_m  +  succoa_m  -->  5aop_m  +  co2_m  +  coa_m,glycine zwitterion  +  H +   +  succinyl-CoA(5-)  <=>   5-amino-4-oxopentanoate  +  carbon dioxide  +  coenzyme A(4-),0,1000,succinyl-CoA:glycine C-succinyltransferase (decarboxylating) (2.3.1.37),,R00830,2.3.1.37,1,Succinyl-CoA + Glycine <=> 5-Aminolevulinate + CoA + CO2,C00091 + C00037 <=> C00430 + C00010 + C00011,"rn00260  Glycine, serine and threonine metabolism, rn00860  Porphyrin and chlorophyll metabolism, rn01110  Biosynthesis of secondary metabolites, MODULE M00868  Heme biosynthesis, animals and fungi, glycine => heme"
UF00993_C,aACP_c + coa_c <=> acoa_c + ACP_c,acyl-ACP + coenzyme A <=> acyl-CoA + ACP,-1000,1000,acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase (2.3.1.38),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF00995_C,ACP_c  +  accoa_c  <=>  acACP_c  +  coa_c,holo-[acyl-carrier protein]  +  acetyl-CoA(4-)  <=>   acetyl-[acyl-carrier protein]  +  coenzyme A(4-),-1000,1000,[acyl-carrier-protein] S-acetyltransferase (2.3.1.38),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF00995_M,ACP_m  +  accoa_m  <=>  acACP_m  +  coa_m,holo-[acyl-carrier protein]  +  acetyl-CoA(4-)  <=>   acetyl-[acyl-carrier protein]  +  coenzyme A(4-),-1000,1000,[acyl-carrier-protein] S-acetyltransferase (2.3.1.38),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF00997_C,btACP_c  +  coa_c  <=>  ACP_c  +  btcoa_c,coenzyme A(4-)  +  Butyryl-[acp]  <=>   holo-[acyl-carrier protein]  +  butyryl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (3.1.38|2.3.1.85|2.3.1.86|2.3.1.-),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF00997_M,btACP_m  +  coa_m  <=>  ACP_m  +  btcoa_m,coenzyme A(4-)  +  Butyryl-[acp]  <=>   holo-[acyl-carrier protein]  +  butyryl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (3.1.38|2.3.1.85|2.3.1.86|2.3.1.-),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF00999_C,dcACP_c  +  coa_c  <=>  ACP_c  +  dccoa_c,coenzyme A(4-)  +  decanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  decanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF00999_M,dcACP_m  +  coa_m  <=>  ACP_m  +  dccoa_m,coenzyme A(4-)  +  decanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  decanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01001_C,ddcACP_c  +  coa_c  <=>  ACP_c  +  ddccoa_c,coenzyme A(4-)  +  dodecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  dodecanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01001_M,ddcACP_m  +  coa_m  <=>  ACP_m  +  ddccoa_m,coenzyme A(4-)  +  dodecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  dodecanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01003_C,hxdACP_c  +  coa_c  <=>  ACP_c  +  pmtcoa_c,coenzyme A(4-)  +  hexadecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  palmitoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01003_M,hxdACP_m  +  coa_m  <=>  ACP_m  +  pmtcoa_m,coenzyme A(4-)  +  hexadecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  palmitoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01005_C,hxACP_c  +  coa_c  <=>  ACP_c  +  hxcoa_c,coenzyme A(4-)  +  hexanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  hexanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01005_M,hxACP_m  +  coa_m  <=>  ACP_m  +  hxcoa_m,coenzyme A(4-)  +  hexanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  hexanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01007_C,ocACP_c  +  coa_c  <=>  ACP_c  +  occoa_c,coenzyme A(4-)  +  octanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  octanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01007_M,ocACP_m  +  coa_m  <=>  ACP_m  +  occoa_m,coenzyme A(4-)  +  octanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  octanoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01009_C,ocdACP_c  +  coa_c  <=>  ACP_c  +  stcoa_c,coenzyme A(4-)  +  octadecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  stearoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01009_M,ocdACP_m  +  coa_m  <=>  ACP_m  +  stcoa_m,coenzyme A(4-)  +  octadecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  stearoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01011_C,tdACP_c  +  coa_c  <=>  ACP_c  +  tdcoa_c,coenzyme A(4-)  +  tetradecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  myristoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01011_M,tdACP_m  +  coa_m  <=>  ACP_m  +  tdcoa_m,coenzyme A(4-)  +  tetradecanoyl-[acp]  <=>   holo-[acyl-carrier protein]  +  myristoyl-CoA(4-),-1000,1000,[acyl-carrier-protein] S-acyltransferase (2.3.1.38|2.3.1.39),,R01624,2.3.1.38|2.3.1.85|2.3.1.86|2.3.1.-,0,Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein],C00024 + C00229 <=> C00010 + C03939,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01013_C,ACP_c  +  malcoa_c  <=>  coa_c  +  malACP_c,malonyl-CoA(5-)  +  holo-[acyl-carrier protein]  <=>   malonyl-[acyl-carrier protein]  +  coenzyme A(4-),-1000,1000,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase (2.3.1.39|2.3.1.85|2.3.1.86|2.3.1.-),,R01626,2.3.1.39|2.3.1.85|2.3.1.86|2.3.1.-,0,Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein],C00083 + C00229 <=> C00010 + C01209,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01013_M,ACP_m  +  malcoa_m  <=>  coa_m  +  malACP_m,malonyl-CoA(5-)  +  holo-[acyl-carrier protein]  <=>   malonyl-[acyl-carrier protein]  +  coenzyme A(4-),-1000,1000,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase (2.3.1.39|2.3.1.85|2.3.1.86|2.3.1.-),,R01626,2.3.1.39|2.3.1.85|2.3.1.86|2.3.1.-,0,Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein],C00083 + C00229 <=> C00010 + C01209,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00082  Fatty acid biosynthesis, initiation"
UF01014_C,accoa_c  +  gam6p_c  <=>  acgam6p_c  +  coa_c  +  h_c,acetyl-CoA(4-)  +  D-glucosamine 6-phosphate  <=>   N-Acetyl-D-glucosamine 6-phosphate  +  coenzyme A(4-)  +  H + ,-1000,1000,acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase (2.3.1.4),,R02058,2.3.1.4,1,Acetyl-CoA + D-Glucosamine 6-phosphate <=> CoA + N-Acetyl-D-glucosamine 6-phosphate,C00024 + C00352 <=> C00010 + C00357,"rn00520  Amino sugar and nucleotide sugar metabolism, "
UF01015_C,pe_c + ACP_c <=> 2gr3petha_c + aACP_c,Acyl-carrier protein + Phosphatidylethanolamine <=> Acyl-[acyl-carrier protein] + 2-Acyl-sn-glycero-3-phosphoethanolamine,0,1000,2-Acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase (2.3.1.40),,R04864,2.3.1.40,0,Acyl-[acyl-carrier protein] + 2-Acyl-sn-glycero-3-phosphoethanolamine <=> Acyl-carrier protein + Phosphatidylethanolamine,C00173 + C05973 <=> C00229 + C00350,rn00564  Glycerophospholipid metabolism
UF01018_C,dcACP_c  +  malACP_c  <=>  3oddcACP_c  +  ACP_c  +  co2_c  +  h_c,malonyl-[acyl-carrier protein]  +  Decanoyl-[acp]  <=>   H +   +  carbon dioxide  +  holo-[acyl-carrier protein]  +  3-Oxododecanoyl-[acp],0,1000,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) (2.3.1.41),,R04963,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179|2.3.1.-,0,Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein,C05755 + C01209 <=> C05756 + C00011 + C00229,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00083  Fatty acid biosynthesis, elongation"
UF01018_M,dcACP_m  +  malACP_m  <=>  3oddcACP_m  +  ACP_m  +  co2_m  +  h_m,malonyl-[acyl-carrier protein]  +  Decanoyl-[acp]  <=>   H +   +  carbon dioxide  +  holo-[acyl-carrier protein]  +  3-Oxododecaanoyl-[acp],0,1000,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) (2.3.1.41),,R04963,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179|2.3.1.-,0,Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein,C05755 + C01209 <=> C05756 + C00011 + C00229,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00083  Fatty acid biosynthesis, elongation"
UF01020_C,ddcACP_c  +  malACP_c  <=>  3otdACP_c  +  ACP_c  +  co2_c  +  h_c,malonyl-[acyl-carrier protein]  +  Dodecanoyl-[acp]  <=>   H +   +  carbon dioxide  +  holo-[acyl-carrier protein]  +  3-Oxotetradecanoyl-[acp],0,1000,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) (2.3.1.41),,R04726,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179|2.3.1.-,0,Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein,C05223 + C01209 <=> C05759 + C00011 + C00229,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00083  Fatty acid biosynthesis, elongation"
UF01020_M,ddcACP_m  +  malACP_m  <=>  3otdACP_m  +  ACP_m  +  co2_m  +  h_m,malonyl-[acyl-carrier protein]  +  Dodecanoyl-[acp]  <=>   H +   +  carbon dioxide  +  holo-[acyl-carrier protein]  +  3-Oxotetradecaanoyl-[acp],0,1000,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) (2.3.1.41),,R04726,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179|2.3.1.-,0,Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein,C05223 + C01209 <=> C05759 + C00011 + C00229,"rn00061  Fatty acid biosynthesis, rn01212  Fatty acid metabolism, MODULE M00083  Fatty acid biosynthesis, elongation"
UF01023_C,hxdACP_c  +  malACP_c  <=>  3oocdACP_c  +  ACP_c  +  co2_c  +  h_c,malonyl-[acyl-carrier protein]  +  Hexadecanoyl-[acp]  <=>   H +   +  carbon dioxide  +  holo-[acyl-carrier protein]  +  3-Oxooctadecanoyl-[acp],0,1000,beta-ketoacyl synthetase (2.3.1.41),,R02768,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179|2.3.1.-,0,Acyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxoacyl-[acyl-carrier protein] + CO2 + Acyl-carrier protein,C00173 + C01209 <=> C00685 + C00011 + C00229,"rn00061  Fatty acid biosynthesis, "
UF01023_M,hxdACP_m  +  malACP_m  <=>  3oocdACP_m  +  ACP_m  +  co2_m  +  h_m,malonyl-[acyl-carrier protein]  +  Hexadecanoyl-[acp]  <=>   H +   +  carbon dioxide  +  holo-[acyl-carrier protein]  +  3-Oxooctadecanoyl-[acp],0,1000,beta-ketoacyl synthetase (2.3.1.41),,R02768,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179|2.3.1.-,0,Acyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxoacyl-[acyl-carrier protein] + CO2 + Acyl-carrier protein,C00173 + C01209 <=> C00685 + C00011 + C00229,"rn00061  Fatty acid biosynthesis, "
UF01025_C,ocACP_c  +  malACP_c  <=>  3odcACP_c  +  ACP_c  +  co2_c  +  h_c,malonyl-[acyl-carrier protein]  +  Octanoyl-[acp]  <=>   H +   +  carbon dioxide  +  holo-[acyl-carrier protein]  +  3-Oxodecanoyl-[acp],0,1000,beta-ketoacyl synthetase (2.3.1.41),,R02768,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179|2.3.1.-,0,Acyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxoacyl-[acyl-carrier protein] + CO2 + Acyl-carrier protein,C00173 + C01209 <=> C00685 + C00011 + C00229,"rn00061  Fatty acid biosynthesis, "
